LTDB005_b;0.8;0.8;3;15
0;1;0;0;0
1;284.4;409.36;27.5;1
1;284.4;409.36;27.5;2
1;284.4;409.36;27.5;3
1;283.27;408.98;27.5;4
1;282.51;408.98;27.5;5
1;282.01;410.83;30.5;6
1;282.14;411.62;27.5;7
1;282.97;413.2;25.83;8
1;283.87;414.8;22.71;9
1;286.51;419.6;23.3;10
1;286.59;420.4;21.83;11
1;286.46;421.2;24.38;12
1;287.14;421.2;25.7;13
1;286.68;420.4;27.16;14
1;285.12;419.6;20.58;15
1;281.27;418.8;20.69;16
1;279.35;418.8;20.69;17
1;279.35;418.8;20.69;18
1;278.58;418.8;20.69;19
1;277.35;418;23.57;20
1;275.89;418;20.81;21
1;273.61;418;19.41;22
1;271.26;417.2;22.32;23
1;271.69;418;19.41;24
1;266.67;414.8;25.52;25
1;263.62;411.65;24.5;26
1;262.51;411.24;27.5;27
1;262.51;411.24;27.5;28
1;262.51;411.24;27.5;29
1;259.11;408.6;27.5;30
1;259.11;408.22;27.5;31
1;257.09;409.37;21.5;32
1;256.01;409.75;24.5;33
1;254.87;409.75;24.5;34
1;253.73;410.13;24.5;35
1;248.65;410.52;21.5;36
1;245.11;407.81;33.5;37
1;243.26;406.34;27.5;38
1;242.13;406.34;27.5;39
1;242.14;404.84;33.5;40
1;239.49;406.34;27.5;41
1;236;402.85;21.5;42
1;236;402.85;21.5;43
1;235.09;398.34;24.5;44
1;235.09;398.34;24.5;45
1;234.84;399.02;21.5;46
1;233.69;396.72;21.5;47
1;230.53;394.91;24.5;48
1;229.76;394.15;24.5;49
1;226.34;395.68;24.5;50
1;225.58;394.15;24.5;51
1;224.06;392.63;24.5;52
1;222.57;390.2;21.5;53
1;222.5;386.33;27.5;54
1;221.39;386.92;24.5;55
1;222.88;384.82;27.5;56
1;223.68;383.88;24.5;57
1;220.99;385.2;27.5;58
1;220.25;385.78;24.5;59
1;219.11;384.82;27.5;60
1;217.59;386.54;24.5;61
1;216.86;389.11;30.5;62
1;215.74;391.36;30.5;63
1;213.12;394.35;30.5;64
1;209.87;398.54;18.5;65
1;208.08;397.96;24.5;66
1;206.65;399.54;27.5;67
1;207.7;399.1;24.5;68
1;206.39;400.47;18.5;69
1;205.04;399.48;24.5;70
1;203.3;402.02;18.5;71
1;202.14;405.5;18.5;72
1;201.36;404.72;18.5;73
1;201.36;404.72;18.5;74
1;200.86;405.45;15.5;75
1;200.86;405.06;15.5;76
1;196.34;405.11;18.5;77
1;193.63;405.11;18.5;78
1;192.09;405.5;18.5;79
1;191.51;406.22;15.5;80
1;194.71;401.89;3.5;81
1;195.21;402.79;9.5;82
1;195.16;402.62;6.5;83
1;193.79;402.27;0.5;84
1;192.5;401.92;3.5;85
1;192.2;400.88;3.5;86
1;191.14;400.83;6.5;87
1;190;400.01;0.5;88
1;189.59;400.04;6.5;89
1;188.65;399.54;9.5;90
1;187.08;399.28;6.5;91
1;185.24;400.03;9.5;92
1;183.49;400.61;9.5;93
1;181.36;400.64;9.5;94
1;180.12;399.68;9.5;95
1;179.24;400.68;9.5;96
1;179.28;400.45;9.5;97
1;178.96;399.29;6.5;98
1;176.05;400.25;9.5;99
1;173.58;398.33;9.5;100
1;171.6;394.87;9.5;101
1;171.53;394.82;12.5;102
1;171.64;394.15;12.5;103
1;171.52;393.91;9.5;104
1;172.57;391.77;9.5;105
1;172.61;391.54;9.5;106
1;172.61;391.54;9.5;107
1;172.61;391.54;9.5;108
1;173.06;393.05;9.5;109
1;173;392.57;6.5;110
1;173.15;393.08;6.5;111
1;173.15;393.08;6.5;112
1;173.15;393.08;6.5;113
1;171.97;392.59;9.5;114
1;171.94;391.88;6.5;115
1;172.24;391.46;6.5;116
1;172.24;391.46;6.5;117
1;172.36;390.76;6.5;118
1;172.39;390.53;6.5;119
1;172.75;390.35;3.5;120
1;172.44;389.32;3.5;121
1;171.98;389.22;3.5;122
1;171.98;389.22;3.5;123
1;172.01;389.97;6.5;124
1;170.32;389.13;3.5;125
1;170;388.56;0.5;126
1;170.08;388.09;0.5;127
1;170.08;388.09;0.5;128
1;170.08;388.09;0.5;129
1;170.11;387.85;0.5;130
1;168.24;387.47;0.5;131
2;316.85;404.15;15.5;1
2;318.54;403.38;15.5;2
2;319.45;403.46;15.5;3
2;319.36;403.23;24.5;4
2;319.55;403.46;24.5;5
2;319.75;402.8;15.5;6
2;319.24;402.33;24.5;7
2;319.81;401.55;21.5;8
2;320.07;401.63;18.5;9
2;320.03;401.57;21.5;10
2;320.35;399.75;27.5;11
2;320.75;398.71;24.5;12
2;320.75;398.71;24.5;13
2;320.46;396.92;27.5;14
2;320.49;394.73;27.5;15
2;320.61;393.64;27.5;16
2;320.06;392.71;27.5;17
2;320.11;392.27;27.5;18
2;320.43;391.78;24.5;19
2;320.19;391.62;27.5;20
2;320.64;391.44;27.5;21
2;314.87;388.82;36.5;22
2;313.25;388.24;36.5;23
2;312.66;387.41;33.5;24
2;312.38;387.47;30.5;25
2;311.49;387.6;30.5;26
2;311.02;387.21;27.5;27
2;310.82;386.96;27.5;28
2;311.39;386.5;30.5;29
2;311.29;384.85;36.5;30
2;311.36;382.92;39.5;31
2;312.15;381.94;42.5;32
2;311.33;381.86;42.5;33
2;310.77;381.8;36.5;34
2;308.4;377.51;42.12;35
2;308.4;376.19;39.92;36
2;307.6;377.13;41.11;37
2;307.6;375.91;41;38
2;306.8;376.61;40.32;39
2;305.66;375.6;41;40
2;303.14;374.8;41.36;41
2;301.82;374.8;41.1;42
2;300.38;375.6;39.92;43
2;298.46;377.2;39.96;44
2;296.33;378.8;41.53;45
2;296.15;378.8;39.71;46
2;295.04;379.6;40.89;47
2;294.57;380.4;42.23;48
2;293.93;380.4;42.1;49
2;293.78;378.8;35.59;50
2;289.85;382;42.13;51
2;290.38;380.4;34.79;52
2;288.7;381.2;37.24;53
2;285.35;382.09;36.5;54
2;282.66;382.94;33.5;55
2;283.39;382.94;30.5;56
2;284.38;383.46;30.5;57
2;287.61;386.25;30.5;58
2;289.64;387.07;30.5;59
2;290.2;386.06;30.5;60
2;290.56;385.69;30.5;61
2;291.54;385.7;33.5;62
2;292.03;385.61;33.5;63
2;292.96;385.64;36.5;64
2;293.63;384.9;33.5;65
2;294.38;383.93;30.5;66
2;293.71;384.68;33.5;67
2;294.38;383.93;30.5;68
2;293.92;384.74;33.5;69
2;296.95;382.52;30.5;70
2;297.6;381.98;30.5;71
2;298.47;380.76;27.5;72
2;298.19;380.95;30.5;73
2;298.83;381.13;30.5;74
2;298.83;381.13;30.5;75
2;300.08;380.23;24.5;76
2;300.81;379.45;21.5;77
2;300.08;380.23;24.5;78
2;300.08;380.23;24.5;79
2;300.08;380.23;24.5;80
2;300.08;380.23;24.5;81
2;298.61;381.79;30.5;82
2;297.83;379.85;27.5;83
2;297.12;380.65;30.5;84
2;296.98;380.37;30.5;85
2;296.56;380.4;31.67;86
2;296.79;379.6;31.95;87
2;295.73;379.6;37.67;88
2;294.81;377.2;33.57;89
2;291.88;375.6;35.44;90
2;287.58;374.8;35.25;91
2;287.37;374.8;32.71;92
2;286;377.2;36.64;93
