LTDB011_a;0.38;0.38;2;40
1;0;0;0;0
1;13.41;238.37;5.38;1
1;13.02;238.49;4.1;2
1;13.02;238.75;4.1;3
1;13.02;239.02;4.1;4
1;12.64;239.94;2.83;5
1;12.64;239.94;2.83;6
1;12.26;240.43;3.33;7
1;11.87;240.55;2.06;8
1;11.87;240.82;4.69;9
1;11.87;240.73;5.55;10
1;11.11;241.25;8.17;11
1;10.72;241.38;6.95;12
1;9.19;241.54;7.91;13
1;6.51;242.16;2.03;14
1;5.74;241.97;1.32;15
1;4.59;241.46;1.09;16
1;4.59;241.46;1.09;17
1;4.59;241.46;1.09;18
1;4.59;241.46;1.09;19
1;4.59;241.46;1.09;20
1;4.59;241.27;0.27;21
1;4.59;241.27;0.27;22
1;4.59;241.27;0.27;23
1;4.59;241.27;0.27;24
1;4.59;241.27;0.27;25
1;4.21;241.22;0.75;26
1;3.82;241.26;0.4;27
1;3.82;241.26;0.4;28
1;3.82;241.26;0.4;29
1;3.82;241.26;0.4;30
1;3.82;241.26;0.4;31
1;4.59;240.38;1.09;32
1;5.74;240.44;0.49;33
1;6.89;240.69;0.72;34
1;6.89;240.69;0.72;35
1;6.89;240.69;0.72;36
1;7.27;240.92;1.08;37
1;7.27;240.92;1.08;38
1;7.27;240.92;1.08;39
1;7.27;240.92;1.08;40
1;8.04;241.74;0.95;41
1;9.57;242.04;0.69;42
1;9.57;243.11;0.69;43
1;8.42;242.78;1.31;44
1;8.42;242.78;1.31;45
2;43.32;230.08;14.92;1
2;42.17;231.14;14.26;2
2;42.17;230.89;14.26;3
2;42.55;231.02;12.3;4
2;42.55;231.02;12.3;5
2;42.17;231.15;10.33;6
2;42.17;230.11;10.33;7
2;41.78;230.24;8.37;8
2;42.17;230.11;10.33;9
2;42.17;230.11;10.33;10
2;42.17;229.07;10.33;11
2;41.78;229.19;8.37;12
2;41.78;229.19;8.37;13
2;41.78;228.93;8.37;14
2;40.25;227.97;1.9;15
2;40.25;227.16;1.9;16
2;41.02;227.44;1.7;17
2;41.02;227.71;1.7;18
2;41.02;227.71;1.7;19
2;41.02;227.71;1.7;20
2;41.02;227.71;1.7;21
2;41.02;227.71;1.7;22
2;41.91;227.68;2.19;23
2;41.02;227.78;0.31;24
2;41.02;227.78;0.31;25
2;41.02;227.78;0.31;26
2;41.02;227.78;0.31;27
2;41.02;227.78;0.31;28
2;41.02;227.78;0.31;29
2;41.02;227.78;0.31;30
2;41.02;228.05;0.31;31
2;41.91;227.41;2.19;32
2;42.88;226.17;0.19;33
2;44.5;226.44;0.19;34
2;44.86;227.41;2.19;35
2;45.13;227.68;2.19;36
2;45.13;227.68;2.19;37
2;45.4;227.68;2.19;38
2;45.4;227.68;2.19;39
2;45.4;227.41;2.19;40
2;45.49;228.91;4.19;41
2;45.58;228.79;6.19;42
2;45.58;228.79;6.19;43
2;45.22;229.17;4.19;44
2;43.09;231.03;4.19;45
3;18.01;219.55;6.66;1
3;17.63;220.06;7.16;2
3;17.63;220.06;7.16;3
3;17.63;220.59;7.16;4
3;18.01;220.55;8.5;5
3;19.93;219.54;6.93;6
3;21.84;219.23;9.13;7
3;23.38;218.99;8.03;8
3;24.91;219.52;7.89;9
3;29.13;220.53;6.39;10
3;27.21;223.8;5.54;11
3;27.98;224.87;5.43;12
3;27.6;224.93;3.87;13
3;25.68;224.99;2.6;14
3;25.68;225.03;1.54;15
3;25.68;225.03;1.54;16
3;25.68;225.03;1.54;17
3;26.45;225.58;1.38;18
3;26.45;225.89;0.29;19
3;25.68;226.37;1.54;20
3;25.68;226.37;1.54;21
3;23.76;227.51;0.34;22
3;22.61;227.74;1.1;23
3;19.93;229.62;1.12;24
3;19.16;229.34;1.27;25
3;18.78;229.37;0.85;26
3;18.78;229.91;0.85;27
3;19.16;229.94;0.28;28
3;19.93;229.89;1.12;29
3;18.39;228.58;0.44;30
3;19.16;228;1.27;31
3;20.69;227.75;0.97;32
3;22.23;227.76;0.66;33
3;24.14;227.76;0.79;34
3;25.68;228.96;7.81;35
3;25.68;228.9;8.83;36
3;25.68;228.9;8.83;37
3;25.68;228.9;8.83;38
3;26.06;228.82;10.32;39
3;26.06;228.82;10.32;40
3;26.06;228.5;11.32;41
3;26.45;229.82;10.8;42
3;25.29;231.41;10.36;43
3;24.91;231.7;9.89;44
3;24.53;232.7;10.41;45
4;200.53;146.73;9.38;1
4;200.15;146.87;10.63;2
4;201.3;147.89;10.61;3
4;201.3;147.89;10.61;4
4;203.21;149.45;12.47;5
4;207.05;149.79;13.01;6
4;207.82;151.7;14.3;7
4;208.58;151.94;12.16;8
4;210.5;152.59;10.68;9
4;210.88;152.62;10.37;10
4;211.65;152.86;8.27;11
4;211.27;152.93;7.83;12
4;207.82;154.37;7.91;13
4;208.2;155.8;7.12;14
4;209.73;155.98;7.46;15
4;209.73;159.03;4.98;16
4;210.5;159.86;2.93;17
4;211.27;159.37;0.58;18
4;211.27;159.37;0.58;19
4;211.27;158.03;0.27;20
4;211.27;158.03;0.27;21
4;210.12;158.47;1.28;22
4;208.58;159.11;1;23
4;206.28;159.27;0.38;24
4;203.98;158.65;1.32;25
4;203.98;157.97;0.28;26
4;203.21;157.64;0.86;27
4;203.21;157.64;0.86;28
4;203.98;157.58;1.07;29
4;204.37;158.68;1;30
4;204.37;159.07;0.21;31
4;203.6;156.6;0.28;32
4;201.68;157.21;0.31;33
4;200.53;157.23;0.43;34
4;200.15;157.46;0.84;35
4;200.15;157.46;0.84;36
4;200.15;157.19;0.77;37
4;200.53;156.69;0.31;38
4;200.53;156.69;0.31;39
4;201.3;156.64;0.52;40
4;200.15;155.06;0.26;41
4;199.76;154.76;0.53;42
4;199.76;154.76;0.53;43
4;201.3;156.38;0.45;44
4;201.3;156.26;1.33;45
5;125.74;202.43;6.19;1
5;125.73;202.79;4.19;2
5;125.74;202.43;6.19;3
5;125.74;202.43;6.19;4
5;125.71;203.52;0.19;5
5;125.71;203.52;0.19;6
5;125.37;202.72;4.19;7
5;125.27;202.59;0.19;8
5;125.27;202.59;0.19;9
5;125.27;202.59;0.19;10
5;125.29;202.24;2.19;11
5;125.24;202.08;2.19;12
5;125.13;202.1;0.19;13
5;124.83;201.66;0.19;14
5;124.62;201.54;0.19;15
5;124.62;201.54;0.19;16
5;124.62;201.54;0.19;17
5;124.2;201.3;0.19;18
5;124.2;201.3;0.19;19
5;124.2;201.3;0.19;20
5;124.2;201.3;0.19;21
5;124.09;201.51;0.19;22
5;123.58;202.17;0.19;23
5;123.46;201.15;0.19;24
5;123.52;203.33;0.19;25
5;124.02;204.1;0.19;26
5;123.87;205.38;0.19;27
5;121.72;203.57;0.19;28
5;123.41;202.18;0.19;29
5;124.68;203.21;0.19;30
5;123.93;204.05;0.19;31
5;123.93;204.05;0.19;32
5;124.19;204.08;0.19;33
5;124.7;203.17;0.19;34
5;124.69;202.12;0.19;35
5;124.93;203.64;0.19;36
5;126.55;204.36;0.19;37
5;125.87;202.87;0.19;38
5;126.24;202.56;0.19;39
5;126.27;202.21;0.19;40
5;127.05;202.39;0.19;41
5;128.05;202.07;0.19;42
5;127.96;202.14;0.19;43
5;128.73;202.5;0.19;44
5;127.09;201.95;0.19;45
6;162.87;132.86;1.19;1
6;163.07;132.86;0.47;2
6;163.07;132.86;0.47;3
6;163.07;132.86;0.47;4
6;163.07;132.86;0.47;5
6;163.07;132.86;0.47;6
6;163.07;132.86;0.47;7
6;163.07;132.86;0.47;8
6;163.07;132.86;0.47;9
6;163.07;132.86;0.47;10
6;163.07;132.86;0.47;11
6;162.73;133.63;1.15;12
6;162.09;135.93;1.8;13
6;161.87;136.32;0.27;14
6;162.57;136.87;1.71;15
6;162.19;137.54;1.79;16
6;162.57;137.59;0.42;17
7;25.94;141.33;0.19;1
7;26.03;142.3;0.19;2
7;26.22;142.54;0.19;3
7;26.22;142.54;0.19;4
7;26.36;142.51;0.19;5
7;26.36;142.51;0.19;6
7;27.13;142.75;0.19;7
7;27.1;142.62;0.19;8
7;27.1;142.62;0.19;9
7;27.74;141.74;0.19;10
7;27.74;141.74;0.19;11
7;27.67;142.05;0.19;12
8;50.6;98.89;1.7;1
8;50.22;99.02;0.95;2
8;49.45;99.52;1.41;3
8;50.22;99.98;0.97;4
8;49.45;99.89;1.06;5
8;50.22;99.85;0.8;6
8;50.22;99.73;1.48;7
8;50.22;99.65;0.53;8
8;49.84;99.94;1.67;9
8;49.45;99.96;1.59;10
8;50.33;100.89;0.19;11
8;50.11;99.67;0.19;12
8;49.7;100.06;0.19;13
8;49.04;100.05;0.19;14
8;48.98;101.8;0.19;15
9;122.86;87.62;1.66;1
9;122.99;88;0.78;2
9;122.41;89.92;1.01;3
9;122.78;88.77;1.38;4
9;123.33;88.38;0.57;5
9;121.38;88.77;1.63;6
9;118.72;89.92;1.27;7
9;118.74;90.69;1.31;8
9;119.11;90.69;0.77;9
9;118.59;91.84;1.66;10
9;117.65;92.6;0.78;11
9;117.17;94.14;1.41;12
9;114.94;98.74;1.06;13
9;116.16;99.12;1.08;14
9;114.13;99.89;2.01;15
9;113.61;99.89;1.11;16
9;112.53;100.66;1.6;17
9;112.86;102.19;0.28;18
9;108.4;102.96;0.67;19
9;107.3;102.96;0.48;20
9;108.04;104.11;0.86;21
9;108.33;104.11;0.45;22
9;107.44;103.34;0.82;23
9;107.52;99.5;0.55;24
9;107.48;98.35;0.79;25
9;107.17;98.35;0.74;26
9;107.22;101.81;0.92;27
9;106.98;99.12;0.61;28
9;108.5;99.12;0.88;29
9;109.04;96.82;0.4;30
9;110.05;94.52;0.28;31
9;111.13;94.48;0.19;32
9;111.49;94.52;0.54;33
9;112.79;95.29;0.86;34
9;112.44;97.2;0.83;35
9;112.45;97.97;0.72;36
9;112.52;98.35;0.35;37
9;114.4;100.27;0.3;38
9;112.84;97.2;0.46;39
9;111.71;96.44;0.82;40
9;113.96;98.35;1.05;41
9;111.37;101.04;0.59;42
9;110.9;102.19;0.72;43
9;111.53;102.56;0.19;44
9;109.9;103.72;0.41;45
10;120.77;87.29;17.99;1
10;122.31;88.05;17.86;2
10;121.54;88.67;17.62;3
10;121.16;89.28;17.93;4
10;121.54;89.19;17.5;5
10;121.54;89.44;17.85;6
10;121.16;89.58;18.07;7
10;120.77;89.29;17.97;8
10;120.39;89.01;17.87;9
10;119.62;89.33;18.08;10
10;119.24;89.28;17.72;11
10;118.86;89.36;18.15;12
10;118.47;89.65;17.7;13
10;117.71;90.08;17.47;14
10;118.86;91.12;17.77;15
10;118.47;90.29;15.72;16
10;118.47;90.65;14.22;17
10;118.86;91.11;14.3;18
10;117.32;90.66;13.69;19
10;117.71;91;13.59;20
10;117.32;91.06;11.99;21
10;117.32;91.11;11.78;22
10;116.94;91.17;10.2;23
10;116.94;91.39;9.95;24
10;116.94;91.59;9.13;25
10;116.94;91.8;8.88;26
10;116.56;91.59;7.77;27
10;116.17;91.34;8.22;28
10;116.17;91.19;8.84;29
10;116.56;91.59;9.13;30
10;117.71;89.18;9.04;31
10;118.09;89.07;9.44;32
10;118.09;88.72;10.88;33
10;117.32;89.14;11.22;34
10;116.56;88.73;10.34;35
10;116.56;88.63;10.76;36
10;116.94;87.76;10.34;37
10;117.71;88.37;10.38;38
10;117.71;89.25;11.37;39
10;116.94;89.53;12.34;40
10;117.71;89.99;13.01;41
10;121.01;91.43;18.19;42
10;121.55;91.7;18.19;43
10;121.86;91.79;18.19;44
10;119.62;91.1;12.85;45
11;22.9;104.35;10.19;1
11;22.87;105.5;10.19;2
11;23.22;105.98;12.19;3
11;23.34;105.98;12.19;4
11;23;105.12;10.19;5
11;23.13;105;10.19;6
11;23.02;104.49;10.19;7
11;22.41;104.47;10.19;8
11;22.41;104.25;8.19;9
11;22.41;104.25;8.19;10
11;22.77;104.48;10.19;11
11;22.54;103.99;8.19;12
11;22.17;103.98;8.19;13
11;21.95;103.23;6.19;14
11;21.95;103.23;6.19;15
11;22.08;103.11;6.19;16
11;23.31;103.37;8.19;17
11;22.94;103.65;6.19;18
11;23.6;103.18;4.19;19
11;23.48;103.18;4.19;20
11;24.11;102.93;4.19;21
11;24.12;102.8;4.19;22
11;23.67;102.03;2.19;23
11;23.32;101.79;0.19;24
11;23.77;101.74;4.19;25
11;22.54;102.16;0.19;26
11;23.99;102.8;4.19;27
11;24.02;101.75;4.19;28
11;23.77;101.74;4.19;29
11;24.39;102.28;4.19;30
11;24.18;102.04;2.19;31
11;25.17;101.65;4.19;32
11;26.05;101.67;4.19;33
11;26.68;101.69;4.19;34
11;26.2;100.89;4.19;35
11;25.52;101.12;6.19;36
11;25.91;100.87;6.19;37
11;26.15;101.26;6.19;38
11;25.64;101.25;6.19;39
11;25.39;101.24;6.19;40
11;24.66;99.96;0.19;41
11;24.66;100.22;0.19;42
11;24.91;100.23;0.19;43
11;24.91;100.23;0.19;44
11;24.53;100.22;0.19;45
